 101  57.0  -77.0 10 RICHMOND GULF QUE.
 2400.0  200.0     .6    1.0
 3500.0  200.0     .5    1.0
 4900.0  200.0    1.0    1.0
 6300.0  200.0    -.6    1.0
 655 -19.0  147.0  6 TOWNSVILLE QL.                
 3200.0  200.0    3.1    1.0
 4100.0  200.0    3.0    1.0
 5100.0  200.0    -.9    1.0
 5300.0  200.0    1.8    1.0
 8000.0  300.0   -9.0    1.3
 8500.0  300.0  -10.0    1.4
 656 -21.0  149.5  4 MACKAY QL.                    
 3900.0  200.0    1.4    1.0
 4700.0  200.0   -1.5    1.0
 6600.0  200.0    -.5    1.0
 7100.0  200.0   -6.0    1.0
 657 -35.9  150.0 10 MORUYA NSW.                   
 3100.0  200.0     .0    1.0
 5500.0  200.0   -1.0    1.0
 6300.0  300.0     .0    2.0
 7000.0  200.0   -4.0    1.0
 7400.0  200.0   -7.3    1.0
 8000.0  300.0  -12.0    1.8
 8100.0  300.0  -14.5    2.1
 8500.0  300.0  -27.6    4.1
 9000.0  300.0  -21.0    3.1
10000.0  400.0  -42.6    6.3
 658 -43.0  147.3  3 HOBART TAS.                   
 2800.0  200.0   -1.7    1.0
 3600.0  200.0     .1    1.0
 5500.0  300.0     .5    1.0
 659 -34.4  138.5  2 ADELAIDE S. AUST.             
 4000.0  200.0    2.0    1.0
 6400.0  200.0     .5    1.0
 660 -54.5  159.0  1 MacQUARIE IS. AUST.           
 6100.0  200.0    6.0    1.0
 661 -36.5  174.2  6 KAIPARA HARBOUR NZ.           
 1000.0  200.0     .0    1.0
 1500.0  200.0     .3    1.0
 2000.0  200.0     .5    1.0
 3000.0  200.0    1.3    1.0
 3500.0  200.0     .0    1.0
 4500.0  200.0   -2.2    1.0
 662 -42.0  174.0 10 WAIRAU VALLEY NZ.             
 1000.0  200.0     .5    1.0
 2000.0  200.0    1.0    1.0
 3000.0  200.0    1.5    1.0
 4000.0  200.0    2.0    1.0
 5000.0  200.0     .0    1.0
 6000.0  200.0   -2.0    1.0
 7000.0  200.0   -5.0    1.0
 8000.0  300.0  -10.0    3.0
 9000.0  300.0  -17.0    7.0
10000.0  400.0  -32.0    5.0
 663 -43.5  173.0  6 CHRISTCHURCH NZ.              
  800.0  200.0    -.8    2.0
 3800.0  200.0   -1.0    2.0
 6000.0  200.0   -4.0    2.0
 6600.0  200.0   -5.0    2.0
 7600.0  300.0  -16.0    2.4
 8400.0  300.0  -23.0    3.4
 664   7.3  134.5  4 PALAU IS. USA.                
 2900.0  200.0    1.5    1.0
 3700.0  200.0    -.6    1.0
 4000.0  200.0    -.5    1.0
 5100.0  200.0    2.0    1.0
 665  13.5  144.7  3 GUAM USA.                     
 2900.0  200.0     .6    1.0
 3400.0  300.0     .6    1.0
 3700.0  200.0     .1    1.0
 666  14.1  145.2  5 ROTA IS. USA.                 
 2500.0  200.0     .6    1.0
 3300.0  200.0    1.3    1.0
 4100.0  200.0    2.5    1.0
 4500.0  200.0    1.0    1.0
 5000.0  200.0     .7    1.0
 667   6.0  146.0  7 E. CAROLINE ISLANDS USA.      
 1000.0  200.0    -.4    1.0
 2000.0  200.0    -.7    1.0
 3000.0  200.0   -1.0    1.0
 4000.0  200.0   -2.0    1.0
 5000.0  200.0   -3.5    1.0
 6000.0  200.0   -5.0    1.0
 7000.0  200.0   -7.0    1.0
 668  11.4  162.4  8 N. MARSHALL ISLANDS USA.      
  500.0  200.0    1.0    1.0
 1500.0  200.0    1.0    1.0
 2300.0  200.0    1.2    1.0
 4000.0  200.0   -1.0    1.0
 4400.0  200.0     .0    1.0
 5000.0  200.0   -1.0    1.0
 5700.0  300.0   -2.1    1.0
 6200.0  300.0   -2.1    1.0
 669   4.6  168.7  4 S. MARSHALL ISLANDS USA.      
 1900.0  200.0     .5    1.0
 2600.0  200.0     .1    1.0
 3200.0  200.0    1.2    1.0
 3500.0  200.0     .0    1.0
 670  -1.0  173.0  6 S. GILBERT ISLANDS UK.        
  700.0  200.0    1.0    1.0
 1500.0  200.0    1.5    1.0
 2200.0  200.0    1.8    1.0
 2700.0  200.0    2.3    1.0
 3500.0  200.0    2.0    1.0
 4000.0  200.0    1.4    1.0
 671 -22.0  166.0  8 NEW CALEDONIA FRA.            
 1100.0  200.0     .0    1.0
 1800.0  200.0    1.5    1.0
 3400.0  200.0    1.1    1.0
 4400.0  200.0     .8    1.0
 5100.0  200.0    1.2    1.0
 5700.0  200.0    -.1    1.0
 6800.0  200.0   -3.0    1.0
 7300.0  200.0   -4.8    1.0
 672 -18.0  178.0  2 FIJI                          
 1600.0  300.0    1.6    1.0
 4400.0  300.0   -1.6    1.0
 673 -21.1 -175.1  2 TONGA                         
 6100.0  200.0     .5    1.0
 6300.0  200.0    1.3    1.0
 674 -13.9 -172.0  4 WESTERN SAMOA                 
 1600.0  200.0   -2.8    1.0
 3000.0  200.0   -4.0    1.0
 4600.0  200.0   -5.3    1.0
 4800.0  200.0   -6.0    1.0
 675 -21.0 -159.0  6 COOK IS. NZ.                  
 1000.0  200.0     .0    1.0
 2000.0  200.0     .0    1.0
 3000.0  200.0     .0    1.0
 4000.0  200.0    -.2    1.0
 5000.0  200.0    -.6    1.0
 6000.0  200.0   -1.0    1.0
 676 -17.0 -151.0  5 SOCIETY ISLANDS FRA.          
 1100.0  200.0     .2    1.0
 2400.0  200.0     .6    1.0
 3400.0  200.0     .8    1.0
 3800.0  200.0     .4    1.0
 4000.0  200.0     .2    1.0
 677 -20.0 -140.0  3 MURUROA ATOLL FRA.            
 2000.0  200.0    3.0    1.0
 3000.0  200.0    3.0    1.0
 5000.0  200.0   -5.0    1.0
 678 -21.8 -138.8  3 TUAMOTU ISLANDS FRA.          
 3000.0  200.0     .8    1.0
 3600.0  200.0    3.0    1.0
 5600.0  300.0   -3.0    1.0
 679  -5.6 -155.9  5 MALDEN IS. USA-UK.            
 1200.0  200.0     .3    1.0
 1800.0  200.0    1.5    1.0
 1900.0  200.0     .3    1.0
 2700.0  300.0    1.5    1.0
 2900.0  300.0    1.5    1.0
 680   -.4 -160.0  3 JARVIS IS. USA.               
 1800.0  300.0     .0    1.0
 2300.0  300.0    1.5    1.0
 4000.0  300.0    1.2    1.0
 681  21.3 -157.8  7 OAHU HI.                      
 1200.0  200.0     .2    1.0
 2000.0  200.0   -1.2    1.0
 3000.0  200.0   -2.0    1.0
 4000.0  200.0   -3.0    1.0
 5400.0  200.0   -8.5    1.2
 5600.0  200.0   -9.0    1.3
 6900.0  200.0  -10.5    1.5
 682  28.2 -177.5  3 MIDWAY IS. HI.                
 1300.0  200.0     .8    1.0
 2100.0  200.0     .9    1.0
 2400.0  200.0     .6    1.0
 701  36.5   34.2  1 CSN_AYA_1   
 1000.0  100.0    1.0    1.0 
 702  36.2   33.7  1 CSN_YES_7   
 1000.0  100.0    1.0    1.0 
 703  36.4   34.1  1 CSN_NAR_5  
 1000.0  100.0    1.0    1.0 
 704  36.4   34.1  1 CSN_NAR_1-1-3   
 1000.0  100.0    1.0    1.0 
 705  36.4   34.1  1 CSN_NAR_1-4   
 1000.0  100.0    1.0    1.0 
 706  36.4   34.1  1 CSN_NAR_C-1   
 1000.0  100.0    1.0    1.0 
 707  36.3   33.8  1 CSN_EGR_1   
 1000.0  100.0    1.0    1.0 
 708  36.3   33.8  1 CSN_EGR_2   
 1000.0  100.0    1.0    1.0 
 709  36.2   33.8  1 CSN_MAV_2   
 1000.0  100.0    1.0    1.0 
 710  36.2   33.8  1 CSN_MAV_1   
 1000.0  100.0    1.0    1.0 
 711  36.2   33.5  1 CSN_YAN_1-6   
 1000.0  100.0    1.0    1.0 
 712  36.1   33.4  1 CSN_KAR   
 1000.0  100.0    1.0    1.0 
 713  36.1   33.4  1 CSN_AYD_4   
 1000.0  100.0    1.0    1.0 
 714  36.1   33.4  1 CSN_AYD_5-6   
 1000.0  100.0    1.0    1.0 
 715  36.1   33.4  1 CSN_AYD_10   
 1000.0  100.0    1.0    1.0 
 716  36.1   33.4  1 CSN_AYD_11   
 1000.0  100.0    1.0    1.0 
 717  36.1   33.4  1 CSN_AYD_12   
 1000.0  100.0    1.0    1.0 
 718  36.1   33.4  1 CSN_AYD_13-14   
 1000.0  100.0    1.0    1.0 
 719  36.1   33.4  1 CSN_AYD_15-16   
 1000.0  100.0    1.0    1.0 
 720  36.2   33.3  1 CSN_AYD_7-9a   
 1000.0  100.0    1.0    1.0 
 721  36.2   33.3  1 CSN_AYD_1-2-3   
 1000.0  100.0    1.0    1.0 
 722  36.1   33.1  1 CSN_TEK_1   
 1000.0  100.0    1.0    1.0 
 723  36.1   33.1  1 CSN_TEK_2   
 1000.0  100.0    1.0    1.0 
 724  35.4   33.2  1 CSN_LAMBOUSA   
 1000.0  100.0    1.0    1.0
 725  38.2   15.3  1 CAL_SIC_01   
 1000.0  100.0    1.0    1.0
 726  38.3   15.6 1  CAL_SIC_02   
 1000.0  100.0    1.0    1.0
 727  37.9   15.4  1 CAL_SIC_03   
 1000.0  100.0    1.0    1.0
 728  37.9   15.3  1 CAL_SIC_04   
 1000.0  100.0    1.0    1.0
 729  37.3   15.7  1 CAL_SIC_05   
 1000.0  100.0    1.0    1.0
 730  38.6   15.9  1 CAL_SIC_06   
 1000.0  100.0    1.0    1.0
 731  38.9   17.1  1 CAL_SIC_07   
 1000.0  100.0    1.0    1.0
 741 -26.0   33.0  1 BMAUZ_OC_COAST              
 1000.0  100.0    1.0    1.0  
 742  24.0   53.0  1 BMAUZ_AR_GULF              
 1000.0  100.0    1.0    1.0
 743  43.0    9.3  1 MAT_Cape_Corse               
 1000.0  100.0    1.0    1.0
 744  42.0    9.5  1 MAT_Sale_Cors               
 1000.0  100.0    1.0    1.0
 745  42.0    8.7  1 MAT_Sago_Cors               
 1000.0  100.0    1.0    1.0
 746  41.3    9.3  1 MAT_Bonifacio               
 1000.0  100.0    1.0    1.0
 747  40.6    9.8  1 MAT_Posa_Sard               
 1000.0  100.0    1.0    1.0
 748  39.9    8.5  1 MAT_Oris_Sard               
 1000.0  100.0    1.0    1.0
 749  38.9    8.6  1 MAT_Malf_Sard               
 1000.0  100.0    1.0    1.0
 750  40.0    4.3  1 MAT_Mino_Bale               
 1000.0  100.0    1.0    1.0
 751  39.8    3.1  1 MAT_Mall_Bale               
 1000.0  100.0    1.0    1.0
 752  38.9    1.5  1 MAT_Ibiz_Bale               
 1000.0  100.0    1.0    1.0
 753  39.3   -0.3  1 MAT_Vale_Bale               
 1000.0  100.0    1.0    1.0
 754  10.5   36.0  1 BM_TUNISIA 
 1000.0  100.0    1.0    1.0
 755  25.0  -77.3  1 BM_BAHAMAS 
 1000.0  100.0    1.0    1.0 
 756  37.1   25.2  1 SIVAN-18-Paros              
 1000.0  100.0    1.0    1.0
 757  36.8   21.7  1 SIVAN-18-Methoni              
 1000.0  100.0    1.0    1.0
 758  35.3   25.7  1 SIVAN-18-NE-Crete              
 1000.0  100.0    1.0    1.0
 759  37.4   12.6  1 LODOLO-M1             
 1000.0  100.0    1.0    1.0
 760  37.4   13.0  1 LODOLO-M2             
 1000.0  100.0    1.0    1.0
 761  37.4   12.7  1 LODOLO-M3             
 1000.0  100.0    1.0    1.0
 762  37.3   12.4  1 LODOLO-M4             
 1000.0  100.0    1.0    1.0
 763  37.2   12.9  1 LODOLO-M5             
 1000.0  100.0    1.0    1.0
 764   42.968298 16.714192    1 SILAS-CR-Vela-Luka               
 1000.0  100.0    1.0    1.0
 765  45.327063    14.442176  1 SILAS-CR-Rijeka               
 1000.0  100.0    1.0    1.0
 766  44.119371    15.231365  1 SILAS-CR-Zadar               
 1000.0  100.0    1.0    1.0
 767  43.508132    16.440193  1 SILAS-CR-Split               
 1000.0  100.0    1.0    1.0
 768  42.650661    18.094424  1 SILAS-CR-Dubrovnik               
 1000.0  100.0    1.0    1.0
